-8.879638142866954631e-01,-5.122554304268075454e-01,-2.402781151285785996e-02,1.211753435000172650e-02,1.924471473399671367e-02,6.932002561117513173e-02,3.328078570730065300e-01,-5.910719864334452733e-01,-6.030785168693734155e-01,-4.781102447989384052e-02,-8.698319466489694458e-04,-3.118464784680172741e-01,-5.591662090274960306e-01,6.233393553458762421e-02,-3.546081366459601925e-01,-3.916947256048882720e-01,1.814718220378370994e-02,1.844115172877420772e-01,-2.560696093015530500e-02,-5.390746903442977800e-01,2.877582905774900834e-01,3.687885047149071505e-01,-4.278397129547190439e-03,4.314091737401420379e-01,-3.281195748446916194e-01,-1.619620789330792066e-01,4.738842212962378064e-01,-2.028541209512828014e-01,5.088255309102053259e-01,1.649365169525652541e-01,-4.594774845456928852e-02,-2.768488037328744600e-01,1.753982966656535691e-01,-1.176860307199067701e-01,-6.249309791114247004e-01
-4.033180035229382288e-01,-1.340565781953897417e-01,-3.555889984806572812e-01,-9.743735893283531069e-02,1.781956839932759551e-01,-3.290174595606235042e-01,-5.094036516926970792e-01,-8.172396277518149121e-01,-6.246507379182353326e-01,6.207537229038400106e-01,-5.162782478760543498e-02,6.580936786591370380e-01,-7.428868064653427750e-01,-5.701331062312380293e-01,-1.938247492938584976e-02,-3.283714474266602457e-01,-3.210543036685468143e-01,2.284879411483216327e-01,5.359580077098228257e-01,1.600661460911242673e-01,-1.896587832064746404e-01,1.834424220817762463e-01,1.928097681690972565e-01,2.050036409851225816e-01,-3.717837344575350422e-01,2.133576190725462174e-01,-4.794028116469472578e-01,4.115744917748308529e-01,5.345609961463483779e-03,3.690761321424010366e-01,-3.953507821329041438e-01,-4.319047772738611735e-01,-2.529034736194660238e-01,-3.916318854434747698e-01,9.993150941845239943e-02
-3.458025519500869671e-01,-2.660438002323670115e-01,-2.987434561028377566e-01,4.672078897102124179e-02,8.979589894895585733e-02,-3.736391664255610257e-02,-4.985679135550192820e-01,3.355999796417410974e-02,-8.151787901009496240e-01,6.872452727146045603e-01,1.438038271225278164e-01,-2.227622767532293491e-01,-6.277374650072199413e-01,7.825805545881101000e-02,-5.311705719250160024e-02,-2.383087039059329781e-01,4.088262653193053819e-01,-8.408868648408540647e-02,-1.589966718398036494e-01,-6.310635485598464767e-01,-3.534484070378836051e-01,4.070773304609937582e-01,-3.031303285565835060e-01,1.766316364367095937e-01,-5.614572069130365772e-01,-3.330635211512082972e-01,2.922199554690154133e-01,-2.239430956818029561e-01,1.519376128756091959e-01,2.397863481418882892e-01,-2.659964013955732343e-01,3.721064818211469172e-01,2.799343024191561224e-01,-4.326304374793177310e-01,1.077409206744923131e-01
-1.004643753328083866e+00,-1.474165316894926192e-01,-1.560777746151553562e-02,-4.737031264562204247e-01,3.651689113891501970e-01,4.638231440820433926e-02,-2.221528747513703828e-01,-2.384780122140171543e-01,-1.012647902521848914e-01,4.402890891446035182e-01,-2.896544647814078277e-01,3.348806026134118811e-04,9.779609682022492867e-02,1.780014543788139281e-01,-3.606616068474102210e-01,-1.473350469058061774e-01,3.926291785171337478e-01,-2.194660011922629217e-01,-2.008631676494618823e-01,1.999004108968795712e-01,-6.076347169875910836e-01,5.468506816911746782e-01,4.227576181562581886e-02,6.420713306684767974e-02,6.507739330411044243e-01,-1.527151425859643585e-02,-2.632914068901892057e-01,7.311764971532241919e-02,-4.838844015230237550e-01,5.101944183790348974e-01,1.535135987668477253e-01,2.042490935886028536e-01,-3.309858094929987171e-01,-8.656055752570107620e-01,1.141976096457756745e-01
2.674338742097505904e-03,9.223379091527478257e-02,-1.838664668125341850e-01,-1.772094282612597660e-01,-3.087842652288398382e-01,-3.109697280104994355e-01,-7.931183010916535714e-02,-3.894853243841170931e-01,-6.603223807213751684e-01,5.306590007603715353e-01,-4.119327927366601694e-01,3.839013606548721119e-02,1.632435172477498531e-01,4.470647306182037317e-01,2.848788997496424225e-01,2.482045295113997907e-01,-4.027274847848799633e-02,1.217809865420944881e-01,3.255079142919318769e-01,-2.435606165588195537e-01,-1.566368384957720272e-03,1.723031426337874594e-01,-2.861620912965647245e-01,1.147431881785512635e-02,-2.896745879609476382e-01,-7.779196965648116358e-01,4.254125514667687624e-01,2.293349325667430050e-01,1.678889757858023912e-01,6.909658385186906449e-01,-4.202131528286390250e-01,6.247953602798420603e-01,-1.952637100488251176e-01,-5.343341399069042597e-01,4.350502862201297560e-01
-7.005116164205645868e-01,1.360557164193407775e-01,-5.618309856176493255e-01,-7.240975440926233908e-02,2.332433870063100323e-01,8.767707661002463460e-02,-2.572108817737950304e-01,9.832156564012409228e-02,-2.771785667325042946e-01,-4.990605084811464143e-01,2.029154954535894451e-01,-3.005810211157080580e-01,8.908782027197694256e-03,1.481911635033249519e-01,-4.851845732062805561e-01,4.767627503083010088e-01,7.213819744925237254e-01,-2.399403050351589795e-01,3.058258080355855668e-01,4.848287418668213999e-01,-6.538957171284808245e-01,2.200717401472934154e-01,-5.807190650329621118e-01,-2.958024513081823348e-01,-2.818456136077385557e-02,-2.249733764461802343e-01,2.676507257256531824e-01,3.841098775175711411e-01,-1.759204259018915667e-02,2.585078651355533080e-02,-2.932103935931453798e-01,-3.581900760789921700e-02,-2.968612460869816672e-01,-5.479985067974482149e-01,-3.070050798797748781e-01
-1.917332579246489310e-01,4.361513305087873493e-01,3.025317393566166468e-01,-1.976875363887700410e-01,-1.753251062562192764e-01,1.099008693821135058e-01,-9.320899649169837875e-02,1.359310162410355127e-01,-4.890405855903289245e-01,-2.336857841547527459e-01,2.307355777038060662e-01,-3.698226944959648876e-01,-4.480228257085336341e-01,-2.912748680798188383e-01,-1.920959682939333002e-01,-6.464703348582254705e-01,4.819631439943771745e-01,-3.685965087418159314e-01,-1.915293233737024314e-01,3.437600301350955956e-01,-3.774457285155314867e-01,-3.350289266780021036e-01,-6.987502929083904135e-01,1.187219921952273882e-01,-7.465689393557761733e-01,-9.804842957997217390e-02,1.554933761252739188e-01,2.041749957674411642e-01,-6.006389624651633508e-01,6.702332259118756186e-01,-3.342251153541908604e-01,5.538788067554183819e-02,-3.182671065868618587e-01,-3.295897593377921653e-01,-2.112509040285585060e-01
-4.891739749288988581e-01,-2.183312243908738237e-01,-3.296141529797368408e-01,-4.586433571574693446e-01,4.276416689314300745e-01,-5.968557351256390531e-01,-5.902941671762770293e-01,2.775498721394782375e-01,-6.794800714343581793e-01,-5.436048994734424822e-01,-7.092589291117120665e-01,-4.966227717889402926e-02,1.581814202279918299e-02,-3.614833080382512942e-01,1.557428694680597914e-01,-5.597802102598677942e-01,6.774950392710953340e-01,7.739407379020873945e-02,2.121281008761288778e-01,5.173161169901379086e-01,-3.037440968738289865e-02,1.880991903004929772e-02,-6.159811964488280944e-01,3.104327002827671489e-01,6.667813026718584501e-02,-2.843890254923228667e-01,-4.607355534753213716e-02,-3.783119503158354768e-01,-5.512132302050590793e-01,-1.587764321116664767e-01,-9.292502945411056092e-02,5.600304290102993132e-01,-7.656864772825866527e-01,-2.930483751830148531e-01,-5.188312390811342795e-02
3.818294919556798339e-01,-2.718856694153489184e-01,4.457955221000784451e-01,-1.265770013552427742e-01,-5.843312104698415721e-02,2.203190078417442341e-02,3.132433516132757667e-01,4.508896479724381484e-02,-9.709129851998206107e-01,2.968460148044219093e-02,-7.032518103836651879e-02,-4.938667866213570790e-01,-3.573792853504571543e-01,-3.750843940818934796e-01,-2.973089396476274460e-01,2.961101991302240166e-01,1.753183415127710365e-01,-6.021946634203769744e-01,4.931562197171700523e-01,6.765174635384276769e-01,3.555894833299330093e-01,1.292767321641931089e-01,-6.586331049595320897e-01,1.249528857504861659e-02,-8.350935938579179263e-01,2.265148125661124445e-01,-2.104721156784503666e-01,-7.793485687935254071e-03,1.097089698239368943e-01,-2.440378996433922032e-01,-6.573342003797306710e-01,3.967515845269787289e-01,2.216710162286646135e-02,-3.049825339135658203e-02,4.685777406198891881e-02
-2.393969990530305791e-01,-1.553593091730522679e-01,-6.644545828078227134e-02,-6.590568103873115091e-02,3.667070665720667533e-01,-2.093130197964747363e-01,1.704245590694448420e-01,1.039880314588583904e-01,-3.284549177655849417e-01,-5.227372673167163253e-01,-1.682464772074389325e-01,-8.860369888128918348e-01,-5.151036922845229071e-01,2.129738260477213874e-01,-1.559228892882395523e-01,5.339315297713288500e-01,-9.657164928647708757e-02,-6.932380423645294609e-01,-6.936833740381520563e-02,-1.808649623813272933e-01,-5.850884187749727516e-01,4.632485059346489083e-03,-5.438721112558531079e-01,5.133105299474596261e-01,-3.573255654386117142e-01,-3.924146341100604451e-01,6.816858249076879206e-02,1.225248403734701536e-01,-4.427599457120647286e-01,1.367290324120139788e-01,-4.287762969661481627e-01,2.005794620556526631e-01,1.980302888173819387e-01,-4.046209027868286068e-01,3.295577448548231980e-01
