2.667818984283545358e-01,-1.009382694618374265e-01,1.464693983962504165e+00,1.788738774614478277e+00,-1.027102804641157885e+00,-9.009945203900618926e-01,-4.840678655448447110e-01,-4.454612377139907653e-01,1.097181539072251022e+00,8.440459599255637491e-01,6.808550339684220631e-01,2.863711038971320511e-01,4.542740204073834054e-01,-4.987871301056911455e-01,3.244657724975545943e-01,-5.906973229473136966e-01
-2.936158390417573649e-01,2.254331142455245907e+00,-1.413831434560355538e+00,1.843242376448371578e-01,-2.647011525559069267e-01,2.352159869789947511e+00,-1.907751094255542235e+00,2.434699956710650315e-01,-1.010323009273752515e-01,-8.533425487333009540e-01,1.771276524453804679e+00,9.779526656022428099e-01,-5.198079119508384194e-01,-2.213966002753892770e+00,1.179986469132088267e+00,2.889848820834752252e-01
-2.677791510837534417e-01,-1.111593054233912081e+00,-3.581975513173515369e-01,-9.485144932467189927e-01,2.931114533218724949e-01,4.569696392300046789e-02,8.521202908343056270e-01,-2.319746565344907030e-01,2.098373684462351008e-01,-6.090086279912376721e-01,4.967094278683953923e-01,-1.386367385888135906e-01,1.048096921594669162e+00,-1.493254848672904422e-01,4.159469819561721349e-01,-1.668059678310759519e+00
-2.207339400519124362e-01,7.202135926991590775e-01,1.392714607775564772e-01,4.273062203722766683e-01,-5.474859113504911834e-01,-1.376518440658059395e-01,-1.486170066447524141e+00,-4.883053807602119600e-01,3.958795626706207438e-01,-1.032032371779960878e+00,1.198158261949751946e+00,-1.016793597050173581e+00,7.741101620721995147e-01,-1.336874733975047747e+00,1.643883752081663374e+00,-2.678543850825039208e-01
-3.469477686589106935e-01,7.098475082900611577e-01,-1.007326951663229053e+00,-3.833388196009534510e-01,3.574064717928054219e-02,5.659898247864211251e-01,-1.606454529055912239e+00,-1.190896420617901574e+00,-8.563520642229506263e-01,-5.329450448177873723e-01,-1.142036518379850180e-01,-4.946278266586901506e-01,-1.173475205990111014e-01,-2.629787203896410963e-02,8.977073407426547913e-01,2.642901383502357926e-01
-3.035728190190440379e-01,4.043955741109179214e-01,-6.684685330168120831e-01,4.226379022621819248e-02,-1.340402812888679129e+00,-9.350706099208672128e-01,8.729269528280024781e-01,1.703449138893904591e+00,-1.566442261907591282e+00,-1.992840153734812603e+00,1.430544084527280546e+00,1.305148405333293571e+00,9.844363336232818673e-01,1.081852853313866047e+00,-9.740527539344507879e-01,-1.396675084781831666e+00
4.020514489737101599e-02,4.864711384970537428e-02,4.179797607104509399e-02,6.605045870253374307e-01,-7.872381089791898878e-01,-1.423899179611893162e+00,-1.830402488098252567e+00,-1.848237203621618363e+00,7.543905713061175300e-01,1.401190505306856959e+00,-9.192877083040211506e-02,7.812151972806566924e-01,-1.642357030359583303e-01,1.046291391064056331e+00,-1.201490222658270657e+00,1.954894737520528614e-01
-1.066630044077987449e-01,1.327414319875775961e+00,-6.361122385648672051e-01,3.107651980578666207e-01,-1.341954812368973293e+00,1.519052302071321470e-01,-4.806381183464684681e-01,9.622081334407920350e-01,-1.259049870489050704e+00,5.694544972559077989e-01,-1.193723400051548200e+00,8.685879796883138049e-01,-8.810806051808973693e-01,5.388212032126450390e-01,-1.065700336865964548e+00,7.888890015082458129e-01
4.295007884147980515e-01,3.369227447728666003e-01,-1.367900018548197538e+00,-1.044013216563691060e+00,2.135159785560424017e-01,-1.801542720360767014e-01,4.155098148420287019e-01,2.841748895231385741e-01,1.054489989980575554e-01,6.086626553869934897e-01,5.533585339990607643e-01,1.013266730192195153e+00,-1.639388306007256269e+00,-7.073072773088715515e-01,-8.808267513482727074e-01,-9.062561564357157762e-01
-2.487397356937356974e-01,-6.008570268907417050e-02,-1.987477058134404784e-01,9.048518224503241392e-01,4.644890440155476363e-01,8.378032602613858515e-01,-5.137498028973513930e-01,-3.254062541012388010e-01,4.705863835100604908e-01,-2.416258456103883845e-01,6.927804609325100005e-02,-1.114654677882051192e+00,2.982971772996550076e-03,-6.298008630419130727e-01,-1.056235855008094138e+00,-1.649807118862117505e+00
