1.945064399144778577e-01,-3.731366324448057714e-01,3.774793784573963751e-01,-3.458043769326257233e-01,-2.136803232173987432e-01,6.256381575276044327e-01,-2.421315445221351170e-01,-1.571779082700576480e-01,-7.580460251622069823e-01,1.952602422440526952e-01,-4.759812654601059401e-01,-5.470662164488182544e-02,1.577552753035941710e-02,-2.914647777664687300e-01,-1.437405234597704806e-01,-5.850630537580775448e-01,-2.705419479120614867e-01,1.002653036161553907e-01,5.648675336988210338e-01,-1.622703011416975760e-01,-1.126706264397954182e-01,3.502490420867527265e-01,-6.554754650931611248e-01,4.748389917097370905e-01,5.748674074714122950e-01,-2.074687688974126698e-01,9.388255308234515484e-01,-4.499068039575465638e-01,8.067333964408410774e-01,4.629933094519321779e-01
7.894258936331788323e-01,-4.221423630190672682e-01,2.789925005154444970e-01,-4.382783604294201996e-01,1.181910346804828371e-01,-2.836978669634949036e-03,5.362428205984776097e-01,7.140782024907474934e-01,2.043976374298530491e-02,4.478018743361369958e-01,-2.849172714670310524e-01,4.003227889224714175e-01,-5.625020510455218670e-01,1.227985244865441652e-02,6.207933077269616184e-01,-8.660589017035922321e-01,3.470270115679907619e-01,1.622513207971615912e-01,4.251186887427064187e-01,-2.194519802157287106e-02,2.113300583516464215e-01,7.944634891170164470e-02,-6.401248232949596773e-01,3.065582651013207260e-01,-2.230111566468511719e-01,2.979358142977296398e-01,7.582734162938788991e-01,-1.519563316304406164e-01,9.585901710973385725e-01,8.423414723429675788e-02
-1.244754626499452038e-01,-4.704433307295872724e-01,-8.114773964475120449e-01,-3.423272934531028655e-01,-1.547260258264566424e-01,-5.937104775123527856e-02,-2.916586555843801026e-02,2.164950345938845000e-01,-2.583973874659003522e-01,-2.400399519188258987e-02,-1.078912137536446741e-01,3.675391097964627596e-01,3.144031924424568183e-04,1.708902340549793286e-01,5.641446014260415032e-01,-8.190173398922560022e-01,1.625346327369948107e-01,7.370609110372542405e-01,6.915209217519461271e-01,2.185140083055153032e-02,1.041089670358987668e-01,1.369189624283604018e-04,-2.485137150557197028e-01,2.528797001637405825e-02,-3.816599747487462446e-01,3.975998341137131076e-02,1.787436645289052217e-01,-6.002907465426451372e-01,3.697263362399956232e-01,2.442702612913924543e-01
-4.454387970463410951e-01,-9.374479484658777562e-01,-2.744462774931847870e-01,-5.765008792214306732e-01,-6.576783444363855369e-02,-2.072221933417097151e-01,2.540334166781228475e-01,3.107065546194960615e-02,-3.273420041300089678e-01,-1.071211732123577148e-01,-1.264029929129982244e-01,-2.119975767644008968e-01,-8.546798811179263933e-02,1.958305522682051159e-01,7.532866748769311283e-01,-8.150287494625245710e-01,1.342954496495767647e-01,5.010545181775248880e-01,3.178743651538988302e-01,-1.255336633924232226e-01,2.412646941351682395e-01,5.884747931080216432e-01,-2.199582479466296314e-01,3.115518068758600934e-01,-2.329631904725231739e-01,-9.553684948038328184e-02,1.693478164447491108e-01,-1.057308083803623289e+00,9.970846326223574696e-01,1.196150059420228173e-01
3.689922850852136449e-01,-8.153018882997774552e-01,1.108824039045238630e-01,-4.701973047276054030e-01,-7.265082234488602353e-01,-5.408472189092409371e-02,-2.926369393954248999e-01,3.089379908945609210e-01,-3.225387839985403016e-01,-4.763397617254276351e-01,1.476991506220686201e-01,2.329563210985343968e-01,1.844541859591121991e-01,-5.572741023930328774e-01,6.130708502024196926e-01,6.775585435085543784e-01,2.427677879548058304e-01,2.444220393304146199e-01,7.504833454549860727e-01,-1.067867056366336199e-02,3.261428096706603941e-01,-2.049411397100437682e-01,-5.947290982211617116e-01,3.368287548263800280e-01,-1.939112358018735272e-02,3.478774406381406892e-01,3.963370401803772425e-01,-5.000496056463649142e-01,9.099788271036638454e-01,1.456320789901834889e-01
-8.102328214204475298e-02,-4.493033482172738013e-01,1.252607154620098140e-01,-5.230249885177964964e-02,8.112165197569466690e-02,-3.582744008137981467e-02,-1.989828656185805289e-01,4.988424462542698778e-01,3.818493664596233073e-01,-3.968469059376717595e-02,6.593854679486345072e-01,-1.748825972786887950e-01,-7.436234378566419778e-02,-6.362771940698493112e-02,6.906258405124584554e-01,3.296371522229832873e-01,-2.078046424012374438e-01,-2.916162123262849848e-01,1.808440529905927241e-01,-2.080470396339923478e-01,2.140882494186711615e-01,-4.125678197993852825e-01,-1.744804024659229735e-01,-9.071998440737343017e-02,3.211267050294769332e-01,3.350971325565285097e-01,5.252201161052815204e-01,-6.772323963338890973e-01,6.177867136714292329e-01,2.689007164916816239e-01
8.518304523329246758e-02,-2.934912693230400382e-01,-7.967107596887702814e-02,9.579121989412046900e-02,-1.360248393767297115e-01,-4.402550261534508014e-01,-5.853148235381306907e-01,3.156480212128895957e-01,5.284677838859234977e-02,-2.104876189119456731e-01,3.604907657959686706e-01,7.953375709473131661e-02,1.316456058515588223e-01,1.639440019808160731e-01,-3.003313346661056760e-01,7.261168331229566064e-01,7.114414204054207019e-04,1.435724477479924932e-01,-4.286244623956172312e-02,-1.126960775704492074e-01,2.817399570466957437e-01,4.378976930092762787e-01,-6.075508744387514426e-01,-1.793791331798075817e-01,-8.228749643343476194e-02,1.039772525952781940e-01,5.047449780911492656e-01,-6.080778233029209279e-01,6.989963710989011147e-01,4.117587457796957340e-01
-4.241765941924455219e-01,-3.234503337291981806e-01,-2.382344747199243440e-01,3.632469864554389583e-01,-9.491076016934906212e-01,-1.477133636428387409e-01,-6.560955021639068852e-01,2.720658202839575379e-01,-2.256690130692980134e-01,4.430487694762323403e-01,-3.955178783549992416e-02,2.370394746806550323e-01,5.168122734145573771e-01,3.266787135297918310e-01,4.206498078992533252e-01,2.140648018797727259e-01,-3.320738944186024666e-01,8.755389931611337051e-01,5.629429073667551603e-02,6.221753858503292767e-01,1.092848058960387975e-01,2.789660354388162622e-01,-1.551403542650505452e-01,2.904555640327125335e-02,5.755842129890887948e-01,1.520202969766503986e-01,-8.116757483604829237e-02,-1.061157648093300265e+00,-2.041229053325673837e-01,2.905082485971127171e-01
-5.925577406342761311e-01,3.433332977684538379e-01,-1.579788409871946686e-01,-1.206497728394147623e-01,-2.800758164180216017e-02,1.692328250189148175e-01,-4.045394208677887543e-02,3.842631654871042080e-01,3.752975385777324036e-01,-6.431902636185584873e-03,9.772698584829566659e-01,-3.209151866711044132e-01,-1.288041688261403195e-01,1.228519558570761311e-01,4.545880080776939502e-01,7.385284869464814328e-02,3.056688006309244976e-01,-1.603784644879091906e-02,2.024733921576066797e-01,3.067378740920722047e-01,2.373152579584294486e-01,5.255934154693361338e-01,-4.966024315545449208e-01,-4.788531574727472595e-02,3.382433968192145590e-01,-3.589712475317617946e-01,4.495122367721232637e-01,-1.014779090079787283e+00,7.933978343661762800e-02,-9.869868783396101852e-02
-3.874288463876434663e-01,-9.887102297758967873e-02,6.398462490113138168e-01,1.735942732096384666e-01,-6.115561111083256396e-01,-1.858382823302216491e-01,-5.720414809647237364e-01,9.506781933175380006e-01,4.285471381804539237e-01,7.170227581776099646e-01,2.586196077759393419e-01,5.247552557344506985e-01,1.125394533912044276e-01,5.722839871435102532e-01,5.076430215944246482e-01,1.235011402636935873e+00,-4.982615477651379521e-03,6.547792115275146152e-01,7.180560708452644880e-02,-1.637184229644566558e-01,-1.077307489601760787e-01,2.263181998803186906e-02,-6.115264782865131865e-01,-7.931280813995340850e-02,5.285310651648938984e-01,3.658046250685288020e-02,6.117898597908476566e-01,-4.785675947614411729e-01,-1.297278104134011179e-01,-1.002118923703328723e-01
